,All people aged 16 to 74 in employment,"1. Managers, directors and senior officials",2. Professional occupations,3. Associate professional and technical occupations,4. Administrative and secretarial occupations,5. Skilled trades occupations,"6. Caring, leisure and other service occupations",7. Sales and customer service occupations,"8. Process, plant and machine operatives",9. Elementary occupations
S01001882,415,31,84,39,45,45,53,50,24,44
S01001883,246,44,110,43,22,6,5,5,7,4
S01001884,389,23,67,33,47,42,52,42,19,64
S01001885,531,82,206,82,45,27,30,33,9,17
S01001886,189,8,4,13,21,19,29,21,19,55
S01001887,407,33,48,50,45,50,44,26,40,71
S01001888,408,66,144,63,39,30,22,16,10,18
S01001889,279,20,61,52,37,27,24,24,13,21
S01001890,465,26,32,51,75,59,63,42,42,75
S01001891,307,18,66,20,32,30,55,26,24,36
S01001892,359,9,28,23,36,38,39,42,32,112
S01001893,361,10,32,27,44,45,42,43,39,79
S01001894,259,7,12,14,31,34,33,29,22,77
S01001895,358,20,66,46,49,42,41,28,19,47
S01001896,383,44,187,63,31,15,15,13,4,11
S01001897,360,7,24,20,39,46,61,36,37,90
S01001898,244,9,12,11,28,20,35,37,21,71
S01001899,373,13,23,23,68,56,52,43,37,58
S01001900,359,26,44,45,68,40,36,27,23,50
S01001901,395,39,197,67,28,20,18,12,4,10
S01001902,482,57,224,68,42,17,23,27,6,18
S01001903,264,13,43,26,38,30,45,13,12,44
S01001904,282,9,21,34,49,35,28,36,26,44
S01001905,459,51,210,81,34,15,17,26,7,18
S01001906,268,16,44,27,31,29,34,25,15,47
S01001907,328,10,48,38,38,52,34,33,20,55
S01001908,369,47,128,65,48,21,19,16,5,20
S01001909,278,5,27,25,26,28,32,34,28,73
S01001910,351,17,25,31,48,50,48,36,26,70
S01001911,400,41,182,63,36,19,15,23,8,13
S01001912,388,17,43,31,72,43,39,48,34,61
S01001913,499,35,51,113,83,50,39,53,30,45
S01001914,262,54,127,41,18,1,5,8,3,5
S01001915,457,59,142,72,64,34,25,21,11,29
S01001916,479,45,174,99,47,13,29,30,4,38
S01001917,334,58,149,53,29,12,11,8,1,13
S01001918,541,48,201,78,47,31,35,39,17,45
S01001919,418,27,24,57,85,47,48,43,33,54
S01001920,317,20,85,51,40,33,32,21,13,22
S01001921,255,23,22,29,45,29,36,20,24,27
S01001922,447,57,134,69,48,44,33,24,12,26
S01001923,291,29,32,32,33,27,34,35,16,53
S01001924,344,30,158,54,23,19,19,17,4,20
S01001925,361,63,186,41,23,11,9,15,2,11
S01001926,258,7,11,22,41,30,28,38,24,57
S01001927,385,52,167,68,30,21,24,8,6,9
S01001928,459,33,182,91,40,18,27,28,11,29
S01001929,512,77,202,90,58,25,21,21,6,12
S01001930,512,58,208,77,42,22,30,34,4,37
S01001931,282,7,16,24,33,18,36,24,28,96
S01001932,476,27,41,40,74,70,56,45,42,81
S01001933,437,59,171,75,35,22,20,23,10,22
S01001934,896,95,193,169,133,78,55,55,31,87
S01001935,293,6,17,17,32,41,45,38,24,73
S01001936,479,46,200,79,54,15,33,15,14,23
S01001937,386,37,50,68,67,36,38,25,18,47
S01001938,332,22,151,63,18,15,23,23,4,13
S01001939,291,23,112,41,32,21,17,18,2,25
S01001940,392,45,167,40,32,23,24,24,5,32
S01001941,490,69,243,61,37,13,20,22,6,19
S01001942,294,19,116,56,30,9,21,14,6,23
S01001943,284,12,22,30,34,41,31,25,19,70
S01001944,266,59,115,35,23,10,8,7,5,4
S01001945,315,36,167,48,21,9,10,14,3,7
S01001946,348,12,21,20,39,42,57,38,18,101
S01001947,366,75,160,47,32,5,18,11,4,14
S01001948,270,9,21,20,23,34,39,27,21,76
S01001949,306,17,23,19,45,32,42,28,31,69
S01001950,543,32,119,91,83,36,41,53,20,68
S01001951,336,22,76,36,47,35,35,25,14,46
S01001952,380,66,158,47,30,12,20,14,3,30
S01001953,428,44,176,59,46,12,24,35,4,28
S01001954,219,16,32,32,29,27,17,25,10,31
S01001955,518,40,59,72,65,40,56,57,25,104
S01001956,284,13,16,24,30,45,40,33,24,59
S01001957,198,11,18,13,17,26,27,24,15,47
S01001958,345,13,82,37,50,34,35,38,9,47
S01001959,280,17,28,26,38,46,22,38,19,46
S01001960,453,58,185,66,30,13,24,35,5,37
S01001961,698,72,277,127,75,26,37,37,12,35
S01001962,461,35,37,41,63,65,58,68,32,62
S01001963,494,30,121,64,71,29,46,49,15,69
S01001964,513,33,86,87,107,38,36,51,33,42
S01001965,319,13,27,44,44,37,41,24,24,65
S01001966,677,41,104,58,64,68,88,71,39,144
S01001967,413,30,42,45,68,50,49,47,31,51
S01001968,423,55,178,68,36,12,21,30,5,18
S01001969,302,17,36,32,51,24,27,46,18,51
S01001970,263,36,128,52,20,3,12,6,1,5
S01001971,329,15,25,28,50,42,42,33,19,75
S01001972,444,41,163,86,43,25,23,27,10,26
S01001973,394,26,38,50,75,41,45,47,32,40
S01001974,451,64,194,71,28,13,24,32,5,20
S01001975,338,47,134,49,26,11,14,29,5,23
S01001976,343,36,93,46,34,20,29,34,3,48
S01001977,318,21,48,36,59,32,29,35,14,44
S01001978,507,18,37,40,45,53,82,76,41,115
S01001979,341,31,147,62,37,12,17,12,6,17
S01001980,583,39,200,122,69,30,36,48,11,28
S01001981,430,55,178,55,24,23,23,35,10,27
S01001982,157,6,11,18,18,10,21,19,14,40
S01001983,372,29,164,61,26,15,16,30,5,26
S01001984,584,49,122,98,84,29,54,44,21,83
S01001985,405,20,49,50,76,49,46,47,17,51
S01001986,440,32,140,78,69,15,23,40,-,43
S01001987,306,34,103,56,20,5,12,38,3,35
S01001988,400,37,60,54,71,43,34,48,14,39
S01001989,427,43,125,68,67,27,28,24,22,23
S01001990,382,41,151,59,29,16,14,26,1,45
S01001991,434,36,61,60,66,59,42,42,23,45
S01001992,332,67,131,51,20,8,18,17,5,15
S01001993,353,53,146,54,19,11,19,20,4,27
S01001994,533,43,210,95,51,17,26,37,4,50
S01001995,432,24,80,74,97,37,29,39,25,27
S01001996,447,34,163,67,44,16,25,36,1,61
S01001997,385,26,62,42,69,39,26,43,15,63
S01001998,413,31,78,56,73,50,40,39,15,31
S01001999,295,15,105,38,20,11,16,43,2,45
S01002000,385,29,36,31,63,54,49,45,27,51
S01002001,567,28,142,79,84,38,40,66,19,71
S01002002,319,25,104,56,18,10,20,34,4,48
S01002003,473,43,80,60,81,52,36,46,35,40
S01002004,525,37,171,86,51,31,19,59,12,59
S01002005,361,19,28,49,57,39,42,31,21,75
S01002006,465,29,44,58,92,60,52,48,35,47
S01002007,660,44,158,110,93,41,45,70,24,75
S01002008,555,55,223,104,50,18,18,38,5,44
S01002009,390,25,163,51,40,16,23,30,4,38
S01002010,258,25,91,34,24,3,18,26,1,36
S01002011,655,73,135,96,116,52,52,65,30,36
S01002012,460,37,159,61,36,26,34,45,10,52
S01002013,361,27,145,64,29,6,18,32,4,36
S01002014,368,23,149,52,24,14,19,40,2,45
S01002015,420,25,57,60,89,52,44,39,31,23
S01002016,422,25,153,77,45,20,27,27,9,39
S01002017,307,11,23,23,29,49,50,27,26,69
S01002018,392,23,60,58,83,45,31,30,29,33
S01002019,360,30,126,66,26,13,15,38,2,44
S01002020,191,12,61,20,22,2,14,32,2,26
S01002021,456,32,58,54,66,45,47,48,34,72
S01002022,545,68,89,75,67,65,56,38,35,52
S01002023,457,29,177,93,31,12,29,35,4,47
S01002024,438,46,188,62,36,19,24,28,11,24
S01002025,581,42,165,103,72,29,39,41,8,82
S01002026,291,29,66,60,48,26,20,18,11,13
S01002027,467,33,129,66,46,22,29,71,7,64
S01002028,500,36,103,60,44,18,33,97,6,103
S01002029,327,19,105,44,32,9,24,47,2,45
S01002030,514,36,165,73,59,23,43,44,7,64
S01002031,375,21,74,60,51,29,31,40,15,54
S01002032,415,46,156,65,31,16,18,41,10,32
S01002033,507,31,127,78,61,39,28,66,13,64
S01002034,378,28,137,57,32,15,30,34,7,38
S01002035,391,28,69,51,68,43,41,43,16,32
S01002036,580,32,140,99,81,35,36,68,18,71
S01002037,293,24,112,42,16,9,19,21,6,44
S01002038,252,19,104,41,25,10,17,11,3,22
S01002039,299,39,87,45,40,16,21,20,11,20
S01002040,395,23,113,62,44,24,29,35,7,58
S01002041,556,53,224,81,56,25,35,33,7,42
S01002042,394,39,102,65,65,27,32,31,12,21
S01002043,376,27,99,61,54,32,35,23,20,25
S01002044,248,8,8,14,23,27,53,40,26,49
S01002045,477,39,101,50,104,39,38,50,21,35
S01002046,380,21,82,68,45,22,38,38,8,58
S01002047,363,41,113,58,34,26,14,24,2,51
S01002048,296,19,67,37,30,13,18,40,5,67
S01002049,524,33,189,73,50,24,49,41,8,57
S01002050,321,39,68,47,37,31,23,46,15,15
S01002051,313,17,19,35,33,36,47,46,25,55
S01002052,536,28,124,89,68,42,44,51,11,79
S01002053,435,31,141,66,33,19,35,33,4,73
S01002054,295,20,92,42,22,18,25,41,7,28
S01002055,503,60,100,82,72,62,35,39,21,32
S01002056,421,48,84,50,75,37,29,44,20,34
S01002057,496,78,147,90,70,30,26,22,15,18
S01002058,552,36,147,91,47,37,38,57,14,85
S01002059,386,19,111,58,38,27,22,46,2,63
S01002060,287,10,79,47,22,9,21,39,6,54
S01002061,434,21,139,90,39,18,24,50,5,48
S01002062,225,18,32,20,27,21,32,27,16,32
S01002063,615,51,171,105,45,42,31,57,11,102
S01002064,703,44,237,89,72,29,50,65,13,104
S01002065,359,29,119,46,24,23,22,44,6,46
S01002066,421,29,111,83,48,13,29,44,11,53
S01002067,391,42,102,60,50,32,32,39,11,23
S01002068,590,35,175,101,71,36,31,58,12,71
S01002069,332,43,90,56,50,15,30,17,15,16
S01002070,316,19,101,48,36,15,22,23,11,41
S01002071,281,18,97,34,21,11,19,32,3,46
S01002072,572,66,187,101,77,29,39,35,10,28
S01002073,382,17,84,83,45,28,34,36,12,43
S01002074,326,33,66,56,44,24,26,49,8,20
S01002075,569,61,169,108,53,28,55,39,12,44
S01002076,420,28,104,81,36,24,25,53,4,65
S01002077,383,37,91,71,71,33,19,34,12,15
S01002078,571,87,109,81,79,48,51,50,32,34
S01002079,516,27,137,84,59,25,45,39,10,90
S01002080,446,63,122,68,62,27,31,43,13,17
S01002081,414,29,105,74,51,29,24,41,11,50
S01002082,512,78,184,88,53,19,19,30,5,36
S01002083,221,17,13,14,35,33,42,21,19,27
S01002084,514,22,178,86,62,27,25,48,15,51
S01002085,341,13,90,40,28,19,27,55,3,66
S01002086,257,13,70,32,32,17,22,24,4,43
S01002087,366,27,97,58,36,22,21,38,11,56
S01002088,438,56,130,85,52,34,29,24,9,19
S01002089,548,60,188,83,82,28,36,31,11,29
S01002090,445,64,108,66,64,35,31,31,17,29
S01002091,458,35,99,69,42,35,23,51,9,95
S01002092,439,59,163,85,61,11,15,22,6,17
S01002093,460,34,99,58,49,30,37,54,8,91
S01002094,335,39,68,36,45,26,41,27,20,33
S01002095,244,44,98,32,15,11,14,11,5,14
S01002096,775,128,227,132,101,42,50,48,19,28
S01002097,333,36,87,41,59,25,18,27,20,20
S01002098,317,30,61,49,57,28,28,34,17,13
S01002099,508,61,184,91,45,13,19,35,9,51
S01002100,272,24,74,49,29,22,28,14,10,22
S01002101,456,36,92,49,52,38,46,48,18,77
S01002102,293,24,51,37,36,36,28,32,9,40
S01002103,336,35,89,51,59,19,24,24,20,15
S01002104,373,15,70,50,37,31,43,38,14,75
S01002105,422,88,167,81,36,10,10,10,5,15
S01002106,389,31,94,58,29,22,21,53,2,79
S01002107,246,20,32,27,50,31,18,27,17,24
S01002108,390,27,87,61,26,12,38,66,10,63
S01002109,507,40,168,80,38,30,27,56,5,63
S01002110,404,91,145,75,37,13,8,12,3,20
S01002111,475,46,141,88,69,31,25,30,23,22
S01002112,570,60,197,89,54,36,37,34,23,40
S01002113,323,36,117,47,30,29,14,18,15,17
S01002114,368,55,143,64,38,19,15,22,5,7
S01002115,644,104,239,112,57,20,16,30,5,61
S01002116,413,36,122,68,41,37,27,31,11,40
S01002117,377,39,102,65,29,21,21,45,12,43
S01002118,401,26,80,59,32,25,44,49,7,79
S01002119,277,17,35,33,49,27,32,32,18,34
S01002120,379,35,82,54,70,26,33,34,18,27
S01002121,316,25,44,29,56,37,33,32,24,36
S01002122,377,96,158,53,32,10,10,8,3,7
S01002123,498,61,138,76,71,36,39,40,16,21
S01002124,493,49,135,89,73,40,28,28,18,33
S01002125,513,63,174,85,61,30,28,29,15,28
S01002126,289,16,38,33,70,31,26,37,23,15
S01002127,332,38,103,62,38,26,19,20,7,19
S01002128,525,69,161,108,39,26,24,31,7,60
S01002129,439,28,105,70,56,16,43,51,12,58
S01002130,271,13,44,33,58,27,26,26,21,23
S01002131,438,53,99,72,44,22,30,42,9,67
S01002132,395,33,99,56,59,32,42,27,11,36
S01002133,618,87,267,117,55,23,21,26,7,15
S01002134,291,23,69,45,61,33,15,19,14,12
S01002135,399,61,150,62,39,21,20,21,5,20
S01002136,485,91,189,83,47,12,23,15,7,18
S01002137,454,26,74,68,83,43,47,47,26,40
S01002138,334,24,61,51,58,32,27,49,14,18
S01002139,370,41,124,57,46,24,23,22,12,21
S01002140,382,15,36,36,45,43,45,53,25,84
S01002141,387,47,129,82,23,23,25,22,12,24
S01002142,533,51,132,78,90,41,44,38,26,33
S01002143,331,27,45,43,66,33,31,32,21,33
S01002144,272,49,111,47,25,12,9,9,1,9
S01002145,542,102,227,104,26,14,14,26,4,25
S01002146,674,45,172,130,86,38,54,48,22,79
S01002147,400,36,47,41,47,51,49,53,22,54
S01002148,403,80,160,60,37,13,27,14,5,7
S01002149,495,45,94,83,57,43,50,42,25,56
S01002150,406,31,118,92,38,22,36,33,7,29
S01002151,987,86,279,181,119,56,56,78,27,105
S01002152,417,45,173,70,38,22,16,27,5,21
S01002153,235,18,65,32,30,22,27,15,13,13
S01002154,393,28,41,46,54,43,45,46,20,70
S01002155,426,30,65,48,57,35,42,50,19,80
S01002156,442,72,158,80,32,18,18,24,4,36
S01002157,415,87,171,75,20,10,15,23,1,13
S01002158,486,83,209,94,39,17,11,15,5,13
S01002159,382,72,109,65,25,25,29,21,8,28
S01002160,429,30,77,69,44,30,42,50,21,66
S01002161,436,60,114,93,38,22,33,22,5,49
S01002162,473,44,109,65,66,42,42,48,16,41
S01002163,737,62,174,152,96,50,42,53,25,83
S01002164,356,12,43,42,52,45,35,48,26,53
S01002165,513,36,103,83,85,33,50,51,28,44
S01002166,424,79,166,92,25,16,12,19,-,15
S01002167,264,15,39,34,38,34,22,39,18,25
S01002168,586,69,210,139,47,32,22,27,7,33
S01002169,501,37,210,101,41,15,30,35,5,27
S01002170,353,21,52,46,48,39,33,43,23,48
S01002171,296,11,36,40,56,33,22,32,39,27
S01002172,323,30,60,39,66,31,18,36,22,21
S01002173,466,55,152,77,64,31,26,29,7,25
S01002174,555,51,219,117,51,24,28,26,8,31
S01002175,673,57,184,121,84,41,38,57,17,74
S01002176,356,28,79,51,51,36,26,32,33,20
S01002177,552,60,263,101,57,20,14,15,7,15
S01002178,631,75,257,128,55,25,29,19,9,34
S01002179,312,32,66,52,49,32,26,26,11,18
S01002180,337,54,127,59,22,16,15,20,3,21
S01002181,510,34,101,87,74,38,57,42,23,54
S01002182,454,58,169,90,34,24,21,25,3,30
S01002183,564,54,133,99,69,37,37,53,7,75
S01002184,363,49,123,62,42,21,23,26,5,12
S01002185,506,32,43,64,64,59,53,55,37,99
S01002186,484,42,164,90,52,28,17,33,9,49
S01002187,541,72,198,143,37,16,18,26,3,28
S01002188,377,39,142,65,41,24,15,19,10,22
S01002189,417,37,132,88,35,24,29,28,10,34
S01002190,562,61,153,103,41,34,32,45,7,86
S01002191,304,17,21,33,53,32,36,30,14,68
S01002192,404,32,53,50,55,44,58,44,21,47
S01002193,436,70,171,73,47,23,15,17,6,14
S01002194,386,25,53,56,59,37,41,43,27,45
S01002195,710,96,266,157,71,35,15,31,9,30
S01002196,349,47,88,48,41,24,32,39,13,17
S01002197,422,25,89,77,59,26,33,50,14,49
S01002198,526,41,136,103,59,30,39,35,20,63
S01002199,482,49,158,105,42,15,25,34,4,50
S01002200,495,90,176,91,49,23,25,16,9,16
S01002201,712,107,299,151,53,25,17,28,5,27
S01002202,501,63,165,95,44,16,29,37,4,48
S01002203,313,33,107,59,20,14,22,26,6,26
S01002204,337,15,35,40,43,41,57,33,19,54
S01002205,471,75,192,98,42,16,19,11,2,16
S01002206,713,66,186,112,79,62,48,65,14,81
S01002207,419,57,111,57,57,35,17,38,17,30
S01002208,450,62,172,83,30,21,20,26,8,28
S01002209,653,48,145,106,66,65,47,62,23,91
S01002210,353,41,147,81,30,9,14,16,1,14
S01002211,207,10,13,16,22,27,28,14,18,59
S01002212,585,43,70,79,75,57,74,65,38,84
S01002213,380,42,72,47,50,41,28,35,20,45
S01002214,524,59,192,107,51,19,28,29,8,31
S01002215,473,64,158,73,72,26,25,29,11,15
S01002216,"1,173",86,232,163,147,104,97,104,48,192
S01002217,734,66,156,87,90,48,60,90,16,121
S01002218,391,51,126,86,41,17,20,20,3,27
S01002219,303,34,119,48,35,16,19,17,6,9
S01002220,393,79,126,81,44,18,11,17,5,12
S01002221,608,38,119,106,65,54,63,46,16,101
S01002222,389,77,121,45,43,28,25,21,11,18
S01002223,343,33,111,44,56,26,14,31,12,16
S01002224,378,66,132,57,36,15,12,32,6,22
S01002225,631,55,219,100,71,25,48,41,9,63
S01002226,646,59,229,114,80,33,31,31,13,56
S01002227,341,25,33,21,58,49,42,29,22,62
S01002228,466,57,88,53,74,60,38,41,21,34
S01002229,298,40,109,42,33,18,13,19,6,18
S01002230,655,68,225,113,87,32,34,35,11,50
S01002231,418,37,191,88,40,10,14,15,4,19
S01002232,371,28,42,30,49,48,53,30,29,62
S01002233,574,68,99,88,64,58,50,38,17,92
S01002234,461,26,103,74,61,44,49,28,19,57
S01002235,675,64,194,135,94,44,31,46,10,57
S01002236,472,32,64,33,70,51,44,55,40,83
S01002237,737,43,118,112,86,89,57,64,49,119
S01002238,218,8,17,31,29,27,29,27,16,34
S01002239,370,23,23,24,51,39,49,52,21,88
S01002240,512,44,101,64,59,57,44,46,20,77
S01002241,470,36,59,54,54,51,65,45,34,72
S01002242,384,53,87,70,50,36,22,33,10,23
S01002243,516,42,118,73,59,53,31,50,12,78
S01002244,619,41,134,95,77,53,57,56,15,91
S01002245,"1,421",124,434,248,143,87,95,126,29,135
S01002246,617,41,132,95,84,52,50,57,11,95
S01002247,334,17,29,17,43,40,49,31,27,81
S01002248,578,92,211,114,62,27,21,24,13,14
S01002249,510,29,87,94,70,40,54,40,25,71
S01002250,582,43,153,105,81,37,43,36,22,62
S01002251,410,37,110,59,58,44,31,30,18,23
S01002252,298,60,92,45,39,14,12,17,5,14
S01002253,433,25,43,47,64,58,56,52,19,69
S01002254,568,49,131,101,63,40,34,36,21,93
S01002255,"1,124",105,337,204,148,70,60,72,18,110
S01002256,695,80,235,137,92,33,36,34,20,28
S01002257,406,33,129,71,37,29,23,42,14,28
S01002258,440,28,76,52,43,37,44,46,20,94
S01002259,284,22,47,42,42,36,24,31,11,29
S01002260,370,62,129,61,38,12,15,28,9,16
S01002261,524,48,121,74,73,59,39,45,29,36
S01002262,369,36,70,53,65,31,33,30,12,39
S01002263,324,66,109,44,37,14,18,20,7,9
S01002264,497,53,138,83,56,26,52,35,20,34
S01002265,792,46,79,95,93,77,103,93,48,158
S01002266,415,23,66,57,50,45,36,48,19,71
S01002267,458,30,35,32,35,47,63,67,27,122
S01002268,329,36,91,58,41,22,22,25,15,19
S01002269,512,65,222,101,33,20,16,28,7,20
S01002270,"1,071",96,221,132,115,102,89,96,28,192
S01002271,411,44,117,69,64,28,28,29,11,21
S01002272,495,43,128,96,66,29,44,34,15,40
S01002273,476,40,102,87,52,36,43,33,27,56
S01002274,745,56,174,142,93,60,62,56,23,79
S01002275,642,25,63,64,78,64,82,64,50,152
S01002276,336,65,114,54,45,11,21,16,2,8
S01002277,393,29,50,44,51,47,33,42,23,74
S01002278,420,22,29,26,49,33,50,42,37,132
S01002279,521,18,37,42,46,55,72,58,30,163
S01002280,425,38,104,67,60,32,36,31,27,30
S01002281,208,10,8,15,19,17,41,24,11,63
S01002282,99,3,6,5,11,10,11,7,10,36
S01002283,319,39,91,47,30,21,24,22,12,33
S01002284,"1,212",125,292,196,137,95,94,104,68,101
S01002285,491,48,93,65,41,40,38,51,12,103
S01002286,448,37,159,98,44,27,22,24,14,23
S01002287,347,46,136,63,44,16,11,21,1,9
S01002288,899,101,260,163,78,61,56,68,30,82
S01002289,674,69,149,103,70,60,71,57,12,83
S01002290,578,62,139,102,49,44,45,39,23,75
S01002291,233,9,7,13,15,28,36,24,25,76
S01002292,621,53,120,109,80,48,63,59,17,72
S01002293,404,22,29,42,58,45,52,47,40,69
S01002294,333,64,115,57,30,19,18,15,4,11
S01002295,365,36,116,65,50,15,23,28,17,15
S01002297,439,24,73,57,55,50,55,45,37,43
S01002298,390,56,153,65,32,18,17,31,5,13
S01002299,359,35,62,55,63,30,31,33,22,28
S01002300,345,44,132,54,39,20,21,13,12,10
S01002301,"1,187",85,112,132,157,132,149,142,72,206
S01002302,370,19,16,13,34,53,58,38,22,117
S01002303,331,20,24,33,32,35,52,49,33,53
S01002304,"1,237",138,372,219,126,85,78,78,33,108
S01002305,419,30,81,66,46,32,37,50,11,66
S01002306,280,23,78,56,27,29,13,18,9,27
S01002307,786,84,208,157,77,44,56,69,17,74
S01002308,555,76,198,103,49,26,30,42,10,21
S01002309,339,16,23,19,47,43,40,46,27,78
S01002310,491,35,82,74,41,47,52,48,25,87
S01002311,371,81,134,60,29,9,19,23,3,13
S01002312,277,9,30,29,35,23,46,26,15,64
S01002313,371,61,123,64,43,19,21,21,5,14
S01002314,478,53,158,82,62,29,31,30,11,22
S01002315,281,21,65,46,40,28,22,30,14,15
S01002316,321,44,142,62,27,9,14,11,4,8
S01002317,"2,415",286,646,471,233,145,165,188,89,192
S01002318,521,47,88,66,59,57,51,52,13,88
S01002319,402,24,40,39,46,35,55,50,34,79
S01002320,355,50,119,60,37,28,19,21,6,15
S01002321,394,23,21,26,27,51,56,49,26,115
S01002322,396,41,115,60,38,34,33,31,15,29
S01002323,413,43,120,68,48,31,26,28,15,34
S01002324,265,10,22,18,29,34,39,28,22,63
S01002325,"1,077",107,242,185,122,78,90,88,57,108
S01002326,609,59,128,102,68,40,55,63,24,70
S01002327,423,64,100,98,43,29,20,15,23,31
S01002328,383,34,60,62,48,37,40,38,29,35
S01002329,375,33,52,46,50,49,48,33,25,39
S01002330,332,22,57,44,45,31,44,30,17,42
S01002331,323,23,34,44,52,36,33,24,25,52
S01002332,547,59,120,84,90,53,41,50,14,36
S01002333,442,38,104,70,63,40,40,38,23,26
S01002334,514,76,168,87,50,27,28,27,14,37
S01002335,444,54,112,59,66,35,43,24,19,32
S01002336,614,73,119,86,101,50,48,59,24,54
S01002337,512,54,118,74,65,48,39,45,24,45
S01002338,202,10,17,26,30,29,22,20,8,40
S01002339,305,24,28,22,19,69,50,26,32,35
S01002340,280,19,47,28,20,48,40,8,36,34
S01002341,230,22,33,22,17,58,29,9,18,22
S01002342,278,24,29,25,23,71,34,19,24,29
S01002343,389,22,55,30,39,93,44,21,38,47
S01002344,278,19,34,36,31,61,31,9,12,45
S01002345,450,27,71,42,39,92,62,35,24,58
S01002346,444,33,58,48,30,110,51,21,42,51
S01002347,377,33,67,25,25,88,54,13,30,42
S01002348,423,54,60,30,29,91,59,20,38,42
S01002349,436,49,54,30,38,96,61,10,32,66
S01002350,439,35,63,43,36,92,59,34,40,37
S01002351,336,37,53,34,28,60,41,19,33,31
S01002352,425,28,81,39,50,76,47,29,35,40
S01002353,419,30,77,55,44,54,52,35,46,26
S01002354,439,33,83,43,40,88,45,35,27,45
S01002355,425,29,49,33,52,78,53,48,24,59
S01002356,439,57,92,43,35,80,32,27,27,46
S01002357,326,12,54,30,27,55,37,33,30,48
S01002358,235,21,35,20,16,57,36,6,22,22
S01002359,364,23,55,36,35,56,41,47,24,47
S01002360,322,23,48,30,31,52,52,33,16,37
S01002361,320,18,54,30,30,52,28,37,32,39
S01002362,413,21,71,59,45,76,41,38,30,32
S01002363,548,39,80,52,58,90,60,49,48,72
S01002364,329,22,36,24,18,62,32,48,25,62
S01002365,296,15,61,31,34,52,25,27,25,26
S01002366,464,32,68,45,61,87,53,44,39,35
S01002367,523,29,86,57,47,101,69,51,44,39
S01002368,459,39,77,51,41,78,58,37,38,40
S01002369,286,6,57,32,25,62,23,15,41,25
S01002370,356,14,48,40,38,78,35,23,35,45
S01002371,312,19,56,37,32,63,28,16,27,34
S01002372,365,26,45,42,36,82,49,26,32,27
S01002373,283,23,36,29,26,67,34,18,23,27
S01002374,350,23,39,41,30,81,47,25,31,33
S01002375,399,26,36,39,49,59,47,34,50,59
S01002376,434,41,61,32,47,72,32,50,62,37
S01002377,356,27,41,33,35,69,37,35,40,39
S01002378,251,38,46,39,29,30,15,12,20,22
S01002379,607,47,53,86,65,85,67,55,61,88
S01002380,388,27,46,53,34,66,43,36,39,44
S01002381,435,28,56,60,53,43,38,41,48,68
S01002382,223,7,21,23,21,35,36,16,22,42
S01002383,282,29,50,58,31,32,16,25,24,17
S01002384,256,9,27,26,25,30,30,31,35,43
S01002385,329,13,21,27,33,49,37,34,56,59
S01002386,536,45,68,92,61,67,53,41,51,58
S01002387,395,47,66,54,66,43,28,39,30,22
S01002388,459,39,74,79,62,63,40,39,32,31
S01002389,369,49,74,56,45,50,32,30,17,16
S01002390,549,57,135,92,63,48,35,45,40,34
S01002391,754,110,214,141,87,64,40,38,32,28
S01002392,"1,066",124,209,193,137,110,85,92,66,50
S01002393,546,53,147,107,66,49,41,29,28,26
S01002394,387,45,46,55,41,62,29,35,39,35
S01002395,388,32,81,61,49,44,37,34,24,26
S01002396,330,19,43,49,35,47,36,36,33,32
S01002397,734,73,163,132,88,84,49,50,39,56
S01002398,390,23,72,67,65,42,26,37,31,27
S01002399,467,18,29,41,57,75,63,57,43,84
S01002400,492,51,85,89,77,44,34,49,35,28
S01002401,669,99,177,97,95,48,43,58,30,22
S01002402,387,23,24,42,49,67,39,43,44,56
S01002403,330,22,22,24,33,52,43,42,29,63
S01002404,519,42,86,94,86,49,43,45,29,45
S01002405,453,30,77,81,74,54,38,38,30,31
S01002406,411,25,32,38,43,74,59,38,40,62
S01002407,324,12,28,40,48,37,40,38,27,54
S01002408,359,23,17,29,36,61,49,40,47,57
S01002409,287,21,59,63,40,29,21,18,16,20
S01002410,285,26,48,46,43,26,23,40,19,14
S01002411,"1,495",132,273,247,202,166,119,97,148,111
S01002412,550,37,70,84,79,70,51,45,62,52
S01002413,312,23,27,49,46,52,31,15,33,36
S01002414,252,12,21,17,26,41,49,16,26,44
S01002415,329,10,32,25,32,54,33,34,41,68
S01002416,299,49,59,47,50,22,12,26,14,20
S01002417,279,20,56,41,41,20,28,24,18,31
S01002418,448,27,32,39,53,78,42,64,56,57
