Zone Code,all_16_74_employed,managers_senior_officials,prof_occupations,associate_prof_technical_occ,admin_secretarial,skilled_trades_occ,personal_service,sales_customer_service,process_plant_machine_operatives,elementary
60QA000518,48,4,1,5,6,0,2,6,3,21
60QA000519,51,3,3,3,8,3,7,5,8,11
60QA000520,65,4,2,3,11,10,6,4,5,20
60QA000521,23,2,1,1,3,6,2,2,2,4
60QA000522,52,4,13,5,3,3,3,8,1,12
60QA000523,70,7,15,6,3,5,6,11,1,16
60QA000524,23,4,4,4,1,0,3,0,1,6
60QA000525,50,6,4,3,5,6,6,6,6,8
60QA000526,63,6,9,13,9,10,3,5,3,5
60QA000527,47,6,7,6,8,8,3,4,3,2
60QA000528,53,4,4,6,11,10,4,2,7,5
60QA000529,57,6,12,8,12,4,2,7,3,3
60QA000530,44,5,0,3,10,8,2,3,6,7
60QA000531,39,2,2,7,5,2,2,5,7,7
60QA000532,29,1,6,5,5,4,0,1,2,5
60QA000533,16,0,0,0,2,2,6,2,1,3
60QA000534,25,0,0,0,12,2,3,1,2,5
60QA000535,49,1,4,6,6,7,5,9,4,7
60QA000536,47,3,2,5,7,7,3,5,5,10
60QA000537,74,6,0,3,15,12,7,7,13,11
60QA000538,58,5,4,6,6,10,2,10,8,7
60QA000539,25,2,0,2,3,4,3,1,4,6
60QA000540,48,2,0,5,8,6,7,1,7,12
60QA000541,36,0,1,7,3,4,7,3,6,5
60QA000542,48,5,1,3,5,7,8,8,4,7
60QA000543,33,2,0,5,3,6,4,2,4,7
60QA000544,34,3,1,0,4,7,3,4,6,6
60QA000545,28,0,0,3,0,4,1,4,8,8
60QA000546,33,0,1,1,2,2,2,6,6,13
60QA000547,38,2,4,3,4,4,7,2,2,10
60QA000548,99,12,14,26,11,9,4,7,11,5
60QA000549,30,3,2,4,1,2,2,1,5,10
60QA000550,17,2,1,2,2,2,0,1,3,4
60QA000551,4,1,0,0,0,1,0,0,2,0
60QA000552,45,4,1,3,6,6,2,5,8,10
60QA000553,59,1,2,9,11,6,3,7,6,14
60QA000554,59,2,2,9,6,7,1,4,9,19
60QA000555,38,3,2,5,4,5,4,3,4,8
60QA000556,45,2,1,4,9,5,5,6,2,11
60QA000557,23,0,2,0,4,3,0,3,0,11
60QA000558,40,3,9,7,4,6,1,1,4,5
60QA000559,42,2,9,10,6,2,3,4,2,4
60QA000560,27,1,3,6,3,2,3,0,3,6
60QA000561,78,6,11,12,7,10,4,8,7,13
60QA000562,49,6,3,6,6,8,1,3,8,8
60QA000563,68,5,9,13,11,3,5,5,9,8
60QA000564,51,6,4,7,12,4,4,4,5,5
60QA000565,63,6,11,9,7,7,4,8,6,5
60QA000566,53,3,11,11,4,5,3,5,5,6
60QA000567,39,3,5,12,5,2,2,5,3,2
60QA000568,39,3,2,5,5,7,6,2,4,5
60QA000569,35,5,4,2,5,6,0,3,3,7
60QA000570,47,4,9,7,5,5,3,6,3,5
60QA000571,70,4,17,9,7,3,2,13,5,10
60QA000572,66,7,10,11,6,6,6,4,3,13
60QA000573,41,0,1,7,1,10,1,3,6,12
60QA000574,43,4,6,2,3,8,6,5,3,6
60QA000575,35,1,2,8,2,0,6,4,4,8
60QA000576,41,5,4,6,1,4,3,4,2,12
60QA000577,77,9,9,10,8,8,3,10,10,10
60QA000578,46,6,4,10,5,7,2,3,3,6
60QA000579,43,3,9,4,6,5,3,1,1,11
60QA000580,43,4,4,5,8,3,5,4,3,7
60QA000581,32,3,3,5,3,8,2,2,3,3
60QA000582,67,9,17,9,10,4,4,7,3,4
60QA000583,26,2,5,2,1,3,7,2,1,3
60QA000584,15,1,1,1,2,0,1,2,3,4
60QA000585,29,1,2,5,2,3,4,1,5,6
60QA000586,25,0,4,3,2,1,2,2,1,10
60QA000587,20,2,3,1,2,1,4,1,1,5
60QA000588,30,1,1,6,0,4,3,4,2,9
60QA000589,34,3,0,3,0,5,4,3,1,15
60QA000590,15,0,0,1,2,1,3,2,5,1
60QA000591,39,3,3,9,7,5,5,2,2,3
60QA000592,56,6,2,8,9,7,1,4,6,13
60QA000593,63,9,3,6,10,6,5,4,8,12
60QA000594,56,6,6,15,5,4,4,5,7,4
60QA000595,62,4,7,10,8,11,4,4,7,7
60QA000596,41,3,0,2,3,4,3,8,7,11
60QA000597,34,2,4,5,1,0,2,5,5,10
60QA000598,64,5,4,9,3,7,6,11,8,11
60QA000599,87,6,2,5,6,17,10,11,8,22
60QA000600,57,4,3,9,9,10,4,6,5,7
60QA000601,23,1,1,1,0,4,4,2,2,8
60QA000602,15,0,1,1,0,4,1,1,2,5
60QA000603,31,1,3,5,1,1,3,4,4,9
60QA000604,20,0,1,2,3,3,5,0,2,4
60QA000605,19,1,0,3,2,3,0,3,1,6
60QA000606,46,3,4,2,2,3,3,3,5,21
60QA000607,39,1,1,2,4,8,3,4,4,12
60QA000608,32,4,0,3,1,4,0,0,7,13
60QA000609,31,1,1,2,6,2,2,2,7,8
60QA000610,20,3,1,0,0,3,4,0,2,7
60QA000611,86,5,2,5,7,11,13,12,14,17
60QA000612,66,1,2,9,5,9,3,6,12,19
60QA000613,50,6,12,6,2,4,2,1,5,12
60QA000614,42,4,0,4,4,4,2,6,8,10
60QA000615,30,1,2,0,4,5,3,2,5,8
60QA000616,37,1,1,6,1,7,3,2,5,11
60QA000617,34,0,0,2,4,5,3,3,9,8
60QA000618,26,3,0,1,1,1,3,5,3,9
60QA000619,64,2,3,4,8,7,7,8,9,16
60QA000620,42,2,2,2,0,6,2,8,5,15
60QA000621,36,2,1,2,4,6,4,2,5,10
60QA000622,34,2,0,2,3,3,1,1,5,17
60QA000623,43,4,1,3,6,3,6,0,2,18
60QA000624,46,0,6,5,4,2,8,9,1,11
60QA000625,29,1,1,2,1,3,4,5,4,8
60QA000626,12,0,1,2,0,0,3,0,2,4
60QA000627,46,6,2,3,6,6,5,3,5,10
60QA000628,62,4,2,4,6,11,9,8,7,11
60QA000629,104,9,14,13,11,17,6,8,7,19
60QA000630,78,12,12,7,4,9,5,3,3,23
60QA000631,34,0,6,5,7,5,1,2,3,5
60QA000632,56,1,7,7,14,5,5,9,2,6
60QA000633,38,2,4,3,4,4,2,5,1,13
60QA000634,68,0,10,11,7,6,2,5,6,21
60QA000635,27,2,1,3,2,4,3,3,2,7
60QA000636,84,6,11,8,4,7,4,13,6,25
60QA000637,91,6,15,8,14,9,3,5,5,26
60QA000638,73,8,13,8,8,3,4,12,5,12
60QA000639,77,11,15,9,6,6,7,7,8,8
60QA000640,50,2,4,9,5,3,2,10,3,12
60QA000641,79,5,19,11,7,4,5,5,6,17
60QA000642,37,1,6,5,7,1,2,11,2,2
60QA000643,34,3,11,0,7,0,3,4,4,2
60QA000644,59,5,10,5,4,5,3,8,6,13
60QA000645,57,6,2,9,3,7,3,3,7,17
60QA000646,41,2,7,5,5,2,3,5,5,7
60QA000647,49,1,1,5,9,6,2,8,3,14
60QA000648,55,2,10,12,8,2,3,8,3,7
60QA000649,52,7,13,10,4,3,3,5,0,7
60QA000650,42,1,3,8,5,3,3,5,4,10
60QA000651,68,10,17,9,8,6,4,3,4,7
60QA000652,123,15,38,10,11,1,10,12,7,19
60QA000653,58,5,18,7,7,4,4,4,4,5
60QA000654,30,3,1,6,3,3,1,2,1,10
60QA000655,34,6,6,2,4,2,1,4,3,6
60QA000656,74,4,24,7,6,5,7,5,6,10
60QA000657,48,15,11,6,5,6,2,1,1,1
60QA000658,76,7,19,12,7,5,2,12,2,10
60QA000659,78,6,16,6,7,3,8,9,8,15
60QA000660,74,7,10,7,8,5,5,11,6,15
60QA000661,51,4,10,7,7,4,3,8,1,7
60QA000662,37,2,7,3,7,5,1,5,4,3
60QA000663,76,4,14,14,10,13,0,6,5,10
60QA000664,32,2,1,5,3,4,2,8,3,4
60QA000665,67,8,7,11,12,7,6,6,4,6
60QA000666,25,1,4,2,1,2,2,3,1,9
60QA000667,45,2,5,8,4,4,8,4,1,9
60QA000668,41,4,3,7,9,4,3,4,1,6
60QA000669,72,7,9,7,10,8,8,6,7,10
60QA000670,47,4,7,7,6,3,3,4,5,8
60QA000671,40,0,1,2,6,4,7,9,4,7
60QA000672,29,4,1,4,6,3,3,1,1,6
60QA000673,56,7,5,3,3,9,9,4,5,11
60QA000674,31,2,2,5,3,4,3,1,4,7
60QA000675,45,3,14,9,3,4,2,4,0,6
60QA000676,36,2,3,10,5,2,4,2,2,6
60QA000677,46,7,0,8,3,2,2,4,2,18
60QA000678,63,2,13,13,3,5,3,7,4,13
60QA000679,74,10,9,5,10,9,8,13,3,7
60QA000680,26,2,2,4,3,2,1,4,3,5
60QA000681,56,2,10,13,12,3,3,9,1,3
60QA000682,38,0,5,7,7,2,4,6,3,4
60QA000683,63,3,5,13,7,7,5,7,4,12
60QA000684,30,4,9,3,2,3,1,4,1,3
60QA000685,38,3,5,5,4,4,2,2,3,10
60QA000686,48,5,0,11,8,5,5,5,4,5
60QA000687,44,3,12,5,3,2,2,6,6,5
60QA000688,83,8,13,21,11,4,2,10,8,6
60QA000689,43,0,4,5,9,3,3,6,6,7
60QA000690,29,4,6,7,4,1,2,2,2,1
60QA000691,39,9,5,6,6,1,2,3,1,6
60QA000692,102,4,20,11,11,2,8,20,2,24
60QA000693,62,5,14,7,10,5,4,6,8,3
60QA000694,55,4,9,7,7,4,6,9,2,7
60QA000695,68,9,15,16,11,7,1,4,1,4
60QA000696,62,6,10,10,11,7,2,6,2,8
60QA000697,38,2,12,10,3,3,2,1,3,2
60QA000698,61,10,18,12,5,4,2,5,3,2
60QA000699,54,9,20,9,4,1,2,4,2,3
60QA000700,64,10,23,9,6,2,2,6,3,3
60QA000701,54,10,20,12,4,2,3,1,1,1
60QA000702,29,2,1,2,3,6,1,5,2,7
60QA000703,20,2,0,1,3,4,1,2,2,5
60QA000704,65,12,18,13,6,4,4,3,2,3
60QA000705,53,6,6,5,11,6,4,3,4,8
60QA000706,66,5,8,7,10,8,7,7,5,9
60QA000707,53,12,10,11,7,3,0,6,2,2
60QA000708,77,9,19,13,9,12,4,4,1,6
60QA000709,89,11,33,18,3,7,2,6,7,2
60QA000710,42,8,16,5,4,4,1,3,1,0
60QA000711,18,3,5,3,1,2,2,1,1,0
60QA000712,48,8,23,4,5,1,2,1,1,3
60QA000713,81,13,28,7,11,8,3,5,2,4
60QA000714,94,15,34,16,10,3,3,4,6,3
60QA000715,97,16,36,20,9,5,0,4,1,6
60QA000716,84,6,42,12,6,7,5,1,3,2
60QA000717,53,7,14,10,11,1,3,3,3,1
60QA000718,49,11,14,11,6,1,2,2,0,2
60QA000719,57,8,20,11,9,3,0,0,3,3
60QA000720,70,11,19,13,6,3,6,4,4,4
60QA000721,66,8,21,16,7,1,1,3,5,4
60QA000722,49,8,17,8,6,3,0,1,5,1
60QA000723,92,9,31,20,9,4,3,7,5,4
60QA000724,62,8,13,11,9,4,3,5,4,5
60QA000725,72,16,25,9,8,4,2,3,4,1
60QA000726,71,14,31,8,8,2,1,2,3,2
60QA000727,46,8,15,10,4,1,0,2,6,0
60QA000728,44,10,10,2,6,3,5,7,0,1
60QA000729,47,4,16,12,4,2,2,2,2,3
60QA000730,62,8,23,10,12,3,3,1,1,1
60QA000731,51,4,16,14,3,1,5,1,2,5
60QA000732,90,8,19,20,14,7,2,4,8,8
60QA000733,46,12,25,1,6,0,1,1,0,0
60QA000734,50,16,21,3,5,1,0,2,1,1
60QA000735,74,29,23,5,8,1,1,1,4,2
60QA000736,53,12,16,13,7,0,1,2,2,0
60QA000737,67,14,31,10,2,0,5,1,3,1
60QA000738,83,21,28,13,6,3,2,5,3,2
60QA000739,58,15,24,7,6,0,2,0,2,2
60QA000740,65,15,25,12,5,2,1,2,1,2
60QA000741,79,13,27,10,5,5,2,4,6,7
60QA000742,54,10,17,6,8,3,1,3,3,3
60QA000743,58,14,19,8,5,1,0,1,4,6
60QA000744,66,10,23,8,8,5,2,4,2,4
60QA000745,63,8,19,14,7,3,1,6,2,3
60QA000746,36,11,6,6,5,2,0,4,2,0
60QA000747,47,4,22,7,8,1,0,3,1,1
60QA000748,69,9,25,18,7,4,1,2,2,1
60QA000749,50,7,15,4,5,4,4,4,2,5
60QA000750,101,16,20,20,10,9,2,7,4,13
60QA000751,52,9,8,10,4,8,4,3,4,2
60QA000752,34,13,5,4,6,4,0,1,0,1
60QA000753,69,12,28,17,2,3,2,3,1,1
60QA000754,70,15,21,15,6,2,2,4,3,2
60QA000755,67,16,30,8,2,3,4,2,0,2
60QA000756,74,19,24,13,7,4,1,1,3,2
60QA000757,56,5,21,9,7,2,0,5,3,4
60QA000758,48,6,14,9,7,4,1,3,2,2
60QA000759,49,4,11,8,6,4,2,6,0,8
60QA000760,33,4,20,3,1,1,1,1,1,1
60QA000761,63,9,21,11,5,2,2,2,6,5
60QA000762,61,3,15,12,7,8,2,3,5,6
60QA000763,68,3,17,16,11,6,5,6,1,3
60QA000764,74,9,17,15,6,5,7,6,7,2
60QA000765,56,6,14,12,9,3,3,2,4,3
60QA000766,62,3,14,20,4,6,5,3,2,5
60QA000767,66,4,12,15,7,6,4,8,3,7
60QA000768,58,4,11,16,8,5,3,6,1,4
60QA000769,66,2,12,7,6,6,8,8,3,14
60QA000770,16,0,0,3,3,2,1,2,1,4
60QA000771,44,5,4,11,5,6,4,4,2,3
60QA000772,62,6,11,14,9,9,4,2,1,6
60QA000773,70,3,12,26,10,3,2,3,5,6
60QA000774,2,1,0,0,0,0,0,0,0,1
60QA000775,55,6,10,9,9,8,4,4,1,4
60QA000776,47,0,6,5,1,8,6,7,4,10
60QA000777,47,3,4,6,4,8,5,4,2,11
60QA000778,52,5,13,10,4,5,2,4,3,6
60QA000779,58,2,13,16,6,4,3,5,2,7
60QA000780,70,6,8,21,10,7,2,7,3,6
60QA000781,103,12,14,16,15,9,4,12,6,15
60QA000782,22,1,3,3,2,3,2,1,2,5
60QA000783,38,7,10,5,4,3,2,3,0,4
60QA000784,88,7,30,23,7,5,0,5,4,7
60QA000785,64,7,19,9,6,8,1,7,2,5
60QA000786,78,9,27,13,12,4,2,5,2,4
60QA000787,77,9,22,22,9,4,1,2,3,5
60QA000788,66,4,19,15,8,4,3,2,1,10
60QA000789,93,10,35,14,10,7,9,3,2,3
60QA000790,83,12,21,17,14,6,4,4,2,3
60QA000791,27,6,1,4,1,3,2,3,1,6
60QA000792,77,4,1,14,7,9,6,10,9,17
60QA000793,34,2,2,2,6,8,2,5,1,6
60QA000794,74,4,1,4,8,15,7,10,9,16
60QA000795,41,2,2,6,3,6,5,4,5,8
60QA000796,48,1,0,3,5,6,5,6,10,12
60QA000797,47,1,0,5,6,5,2,7,7,14
60QA000798,41,3,1,0,1,12,4,3,9,8
60QA000799,27,1,1,3,4,2,0,2,4,10
60QA000800,34,3,2,4,5,6,3,4,4,3
60QA000801,42,2,1,4,8,10,4,2,3,8
60QA000802,54,3,1,6,10,7,7,4,5,11
60QA000803,74,9,2,14,12,12,4,4,7,10
60QA000804,17,2,0,4,1,2,3,3,1,1
60QA000805,35,2,1,3,4,6,2,4,7,6
60QA000806,52,3,2,4,6,16,3,2,7,9
60QA000807,64,3,1,2,8,11,5,3,12,19
60QA000808,44,3,1,2,8,7,3,3,7,10
60QA000809,75,4,3,8,6,12,6,10,11,15
60QA000810,47,4,0,4,2,5,4,5,9,14
60QA000811,63,4,1,7,7,12,4,2,14,12
60QA000812,60,3,1,2,11,13,11,8,4,7
60QA000813,28,2,0,4,5,7,2,2,4,2
60QA000814,74,4,5,6,12,11,7,9,6,14
60QA000815,79,5,1,4,6,9,5,10,14,25
60QA000816,55,4,2,5,8,6,7,2,7,14
60QA000817,72,5,0,8,11,12,8,9,10,9
60QA000818,48,0,2,4,5,12,4,3,8,10
60QA000819,58,4,1,7,3,9,6,3,8,17
60QA000820,61,3,3,3,9,6,9,1,12,15
60QA000821,46,5,3,1,5,8,5,3,8,8
60QA000822,65,4,1,7,10,9,7,6,9,12
60QA000823,44,3,1,4,5,5,6,3,7,10
60QA000824,36,3,0,6,3,6,2,3,6,7
60QA000825,70,5,1,6,10,12,5,8,9,14
60QA000826,68,4,1,4,5,9,5,3,11,26
60QA000827,55,3,2,7,7,8,6,4,6,12
60QA000828,42,3,1,5,7,2,2,6,7,9
60QA000829,41,0,2,1,7,3,5,6,7,10
60QA000830,47,2,2,4,1,7,8,3,9,11
60QA000831,54,5,2,5,8,8,4,6,3,13
60QA000832,61,1,2,6,5,5,8,10,14,10
60QA000833,53,5,0,3,5,5,4,4,10,17
60QA000834,81,2,0,5,14,18,6,8,14,14
60QA000835,41,3,0,4,10,6,1,3,7,7
60QA000836,116,12,0,6,18,14,7,9,16,34
60QA000837,76,6,1,5,6,16,10,7,8,17
60QA000838,30,1,4,0,2,4,1,3,6,9
60QA000839,39,3,1,7,4,6,2,3,6,7
60QA000840,17,0,0,4,2,3,3,0,0,5
60QA000841,37,2,4,4,4,4,3,2,4,10
60QA000842,9,0,0,0,0,1,5,0,1,2
60QA000843,48,2,1,3,8,7,4,5,4,14
60QA000844,83,3,1,8,9,13,9,12,9,19
60QA000845,54,2,4,4,4,10,6,2,5,17
60QA000846,50,2,2,7,6,4,7,8,6,8
60QA000847,40,1,3,3,4,6,2,7,7,7
60QA000848,48,3,3,3,5,10,2,7,5,10
60QA000849,36,0,1,3,6,2,5,5,5,9
60QA000850,53,2,3,4,7,7,5,9,8,8
60QA000851,67,6,13,19,10,5,2,5,3,4
60QA000852,77,4,2,7,12,11,6,7,10,18
60QA000853,68,2,6,9,12,9,5,6,4,15
60QA000854,25,1,1,2,5,3,3,2,2,6
60QA000855,53,9,2,5,4,7,7,4,5,10
60QA000856,25,0,1,2,4,4,3,2,3,6
60QA000857,46,1,2,5,6,5,4,4,5,14
60QA000858,14,2,0,2,1,1,4,0,1,3
60QA000859,63,6,5,4,7,9,5,5,7,15
60QA000860,44,6,1,4,4,5,7,2,2,13
60QA000861,73,3,4,10,8,10,13,3,12,10
60QA000862,69,3,4,9,5,9,10,7,7,15
60QA000863,72,5,4,8,10,3,5,12,8,17
60QA000864,74,6,3,6,10,5,7,8,7,22
60QA000865,69,13,9,3,11,12,3,2,11,5
60QA000866,51,6,1,3,8,7,4,6,7,9
60QA000867,41,2,2,5,3,6,5,3,4,11
60QA000868,71,9,3,7,14,14,5,4,10,5
60QA000869,69,12,8,6,15,6,3,6,7,6
60QA000870,89,3,7,11,12,18,8,5,8,17
60QA000871,61,13,15,10,7,3,4,2,3,4
60QA000872,36,5,9,9,4,3,1,0,2,3
60QA000873,119,7,53,18,9,6,8,7,5,6
60QA000874,40,2,1,6,5,5,3,5,6,7
60QA000875,33,2,4,4,4,6,2,2,4,5
60QA000876,40,2,9,5,4,5,3,6,2,4
60QA000877,40,7,4,1,3,4,8,4,4,5
60QA000878,21,0,1,1,4,2,2,3,2,6
60QA000879,41,4,13,4,1,1,6,3,4,5
60QA000880,38,4,3,9,2,5,3,2,8,2
60QA000881,62,6,14,9,11,7,4,3,4,4
60QA000882,49,6,12,8,5,2,1,8,2,5
60QA000883,39,3,2,11,5,2,1,4,4,7
60QA000884,39,4,2,5,7,1,4,0,8,8
60QA000885,62,3,8,6,7,5,5,5,7,16
60QA000886,60,9,19,14,6,1,1,6,2,2
60QA000887,58,10,12,10,9,1,7,2,4,3
60QA000888,57,11,10,12,7,3,2,5,3,4
60QA000889,83,8,12,17,18,7,8,4,4,5
60QA000890,86,8,17,11,22,1,9,5,3,10
60QA000891,57,3,5,5,15,6,5,4,6,8
60QA000892,65,11,14,10,8,3,4,5,4,6
60QA000893,38,3,2,4,5,5,4,2,6,7
60QA000894,44,10,7,2,7,5,3,2,5,3
60QA000895,17,8,2,0,3,0,1,1,1,1
60QA000896,78,10,4,5,9,15,7,3,10,15
60QA000897,73,6,2,9,6,10,11,5,10,14
60QA000898,68,4,3,10,9,6,3,6,5,22
60QA000899,31,6,5,4,5,2,2,3,1,3
60QA000900,45,4,0,4,5,9,1,8,3,11
60QA000901,40,9,7,4,6,2,1,5,2,4
60QA000902,34,0,3,2,6,5,4,6,4,4
60QA000903,60,6,5,5,7,10,5,4,7,11
60QA000904,36,6,9,5,6,4,4,1,0,1
60QA000905,66,2,0,3,3,16,9,8,8,17
60QA000906,33,4,1,1,5,4,4,3,4,7
60QA000907,32,1,0,6,6,5,4,4,3,3
60QA000908,50,4,5,3,2,10,6,3,6,11
60QA000909,39,2,0,3,6,3,7,5,6,7
60QA000910,36,3,0,5,4,3,4,3,7,7
60QA000911,50,2,0,10,9,5,7,4,6,7
60QA000912,45,4,0,4,6,4,4,4,8,11
60QA000913,58,2,1,5,7,13,7,3,10,10
60QA000914,59,2,1,8,7,5,7,6,11,12
60QA000915,38,1,3,5,2,4,3,4,3,13
60QA000916,34,3,1,2,3,4,11,2,6,2
60QA000917,64,6,2,6,9,5,5,4,10,17
60QA000918,41,0,1,4,4,6,6,5,5,10
60QA000919,37,2,3,3,0,5,1,6,6,11
60QA000920,50,2,2,6,6,4,4,7,9,10
60QA000921,29,2,0,3,4,3,2,3,6,6
60QA000922,33,1,0,3,4,5,4,6,3,7
60QA000923,47,3,0,4,7,6,5,8,5,9
60QA000924,50,1,0,4,7,13,4,5,4,12
60QA000925,38,2,1,3,4,3,3,5,5,12
60QA000926,53,1,1,6,5,9,8,6,6,11
60QA000927,23,2,0,0,5,2,2,1,4,7
60QA000928,49,5,0,4,7,10,2,0,7,14
60QA000929,11,0,0,1,1,1,3,1,2,2
60QA000930,71,2,8,17,7,9,8,6,6,8
60QA000931,33,0,1,5,8,2,0,3,2,12
60QA000932,76,8,6,22,6,14,5,4,6,5
60QA000933,57,1,2,7,5,7,4,5,10,16
60QA000934,49,4,0,5,5,6,3,8,3,15
60QA000935,43,2,2,6,6,7,2,2,6,10
60QA000936,71,8,3,11,10,8,7,7,6,11
60QA000937,23,1,0,1,4,5,2,1,3,6
60QA000938,67,1,3,6,15,12,4,4,7,15
60QA000939,119,4,3,10,19,21,12,12,18,20
60QA000940,5,0,0,1,1,0,2,0,0,1
60QA000941,76,5,1,12,8,6,8,11,12,13
60QA000942,79,3,2,15,10,11,8,9,6,15
60QA000943,52,4,2,5,6,6,6,3,12,8
60QA000944,59,4,3,5,7,11,5,8,7,9
60QA000945,55,3,4,4,11,13,7,6,4,3
60QA000946,18,4,2,3,4,1,0,2,1,1
60QA000947,35,1,0,2,6,5,1,6,4,10
60QA000948,10,0,0,3,1,1,1,1,0,3
60QA000949,82,2,0,7,11,17,5,6,14,20
60QA000950,85,3,2,6,9,14,7,6,17,21
60QA000951,65,5,1,7,9,7,6,8,8,14
60QA000952,45,1,3,6,5,8,3,7,2,10
60QA000953,39,3,1,9,4,4,3,3,6,6
60QA000954,55,4,3,4,6,9,4,4,8,13
60QA000955,68,4,1,5,5,11,10,6,12,14
60QA000956,43,2,0,4,8,3,7,2,13,4
60QA000957,49,5,0,5,1,6,6,7,8,11
60QA000958,49,4,2,8,7,6,6,3,4,9
60QA000959,60,5,1,10,8,8,6,6,9,7
60QA000960,55,4,0,3,8,12,8,7,5,8
60QA000961,51,3,0,4,5,20,4,2,8,5
60QA000962,67,4,1,10,4,5,8,7,7,21
60QA000963,47,3,2,3,5,7,5,8,5,9
60QA000964,49,2,1,8,3,11,7,5,5,7
60QA000965,1,0,0,0,0,0,1,0,0,0
60QA000966,30,3,0,2,3,3,3,6,3,7
60QA000967,31,1,1,4,3,1,8,5,4,4
60QA000968,44,1,1,9,7,3,5,5,5,8
60QA000969,54,5,1,7,5,10,5,4,7,10
60QA000970,34,0,1,3,6,3,3,6,7,5
60QA000971,42,1,3,5,1,9,3,5,6,9
60QA000972,57,2,1,3,11,4,3,7,8,18
60QA000973,61,7,0,3,9,10,4,4,11,13
60QA000974,36,0,0,3,3,7,4,5,7,7
60QA000975,68,6,1,5,10,13,7,7,10,9
60QA000976,98,16,4,4,14,18,14,11,9,8
60QA000977,91,30,30,12,7,5,1,4,0,2
60QA000978,35,14,13,3,1,1,0,0,2,1
60QA000979,19,4,7,4,3,0,0,1,0,0
60QA000980,48,13,15,5,8,4,1,1,1,0
60QA000981,64,13,12,11,16,5,1,3,0,3
60QA000982,48,8,9,7,6,4,3,1,3,7
60QA000983,43,13,10,2,6,2,1,2,3,4
60QA000984,32,11,10,3,1,1,0,2,2,2
60QA000985,52,2,1,2,4,2,11,1,10,19
60QA000986,46,4,0,1,8,5,7,5,9,7
60QA000987,67,2,3,5,10,8,7,10,9,13
60QA000988,27,1,1,4,3,5,4,1,3,5
60QA000989,20,1,1,0,2,4,2,2,5,3
60QA000990,90,6,0,4,9,16,9,11,10,25
60QA000991,34,1,2,4,3,2,2,5,6,9
60QA000992,41,3,1,5,6,9,1,4,5,7
60QA000993,48,5,1,4,7,6,4,7,8,6
60QA000994,69,1,2,5,11,18,6,7,13,6
60QA000995,58,5,1,4,8,9,4,6,11,10
60QA000996,50,2,1,1,4,4,5,4,10,19
60QA000997,69,3,1,4,13,11,10,6,6,15
60QA000998,40,4,1,4,1,5,3,6,4,12
60QA000999,41,1,1,6,5,9,4,4,5,6
60QA001000,62,4,1,7,6,5,8,5,6,20
60QA001001,68,4,0,6,6,12,6,9,11,14
60QA001002,52,4,0,6,2,4,5,6,16,9
60QA001003,87,6,3,6,14,6,5,10,9,28
60QA001004,65,6,0,7,3,11,5,5,14,14
60QA001005,26,0,0,2,1,3,4,2,9,5
60QA001006,71,1,2,5,9,7,7,5,12,23
60QA001007,69,2,1,7,11,10,7,6,6,19
60QA001008,49,3,0,3,3,5,4,4,6,21
60QA001009,57,4,3,3,4,7,3,4,11,18
60QA001010,45,3,0,3,8,7,0,4,10,10
60QA001011,40,1,1,5,1,4,4,2,6,16
60QA001012,35,1,0,2,3,8,6,4,3,8
60QA001013,59,5,2,2,5,5,4,7,10,19
60QA001014,61,3,2,5,5,6,4,7,15,14
60QA001015,45,4,1,3,4,6,6,3,6,12
60QA001016,57,1,1,3,5,6,4,2,11,24
60QA001017,62,2,0,7,2,9,4,8,12,18
60QA001018,34,2,0,2,1,2,2,3,5,17
60QA001019,65,3,3,4,7,13,6,4,8,17
60QA001020,52,1,0,4,9,7,7,2,8,14
60QA001021,49,3,2,5,2,5,6,3,7,16
60QA001022,62,5,1,4,6,3,5,5,9,24
60QA001023,32,3,1,0,1,4,2,6,3,12
60QA001024,21,3,1,1,0,3,2,2,3,6
60QA001025,40,0,0,2,2,5,7,4,4,16
60QA001026,42,2,2,3,6,6,3,1,8,11
60QA001027,56,4,3,3,6,4,5,5,11,15
60QA001028,12,1,0,0,2,3,3,1,0,2
60QA001029,35,1,0,6,2,4,2,2,10,8
60QA001030,53,1,2,2,3,8,2,9,12,14
60QA001031,46,3,0,4,4,5,2,6,6,16
60QA001032,36,2,2,5,2,4,3,1,4,13
60QA001033,38,1,0,2,3,4,2,7,8,11
60QA001034,49,3,2,3,2,7,4,4,4,20
60QA001035,50,7,2,4,2,9,6,5,6,9
60QA001036,63,3,1,6,3,7,3,7,15,18
60QA001037,4,0,0,0,0,1,1,0,0,2
60QA001038,64,5,2,8,6,10,5,4,10,14
60QA001039,65,3,3,4,3,7,11,9,12,13
60QA001040,59,5,4,4,8,6,4,6,7,15
60QA001041,38,0,3,1,2,6,5,8,4,9
60QA001042,38,2,2,3,2,5,3,2,7,12
60QA001043,80,5,1,10,7,14,7,11,9,16
60QA001044,24,1,0,2,1,7,0,2,3,8
60QA001045,25,2,0,1,2,5,3,6,1,5
60QA001046,74,5,4,10,10,10,7,8,10,10
60QA001047,56,2,1,11,11,10,6,1,7,7
60QA001048,68,1,1,6,7,8,6,7,11,21
60QA001049,126,6,2,11,17,18,17,16,20,19
60QA001050,95,12,11,19,14,13,3,7,11,5
60QA001051,110,11,9,25,26,11,5,3,7,13
60QA001052,89,10,5,17,14,10,4,9,10,10
